MonthlyCharges,data_source,StreamingMovies,Partner,value,PhoneService,InternetService,StreamingTV,OnlineSecurity,MultipleLines,Dependents,DeviceProtection,SeniorCitizen,TotalCharges,TechSupport,gender ,PaperlessBilling,tenure,Churn,OnlineBackup,PaymentMethod,Contract,customerID
86.1,other,No,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,0.0,1235.55,No,Male,Yes,14.0,Yes,No,Electronic check,Month-to-month,7508-MYBOG
56.15,other,No,No,151642.0,Yes,DSL,No,Yes,No,Yes,No,0.0,3487.95,No,Male,No,62.0,No,Yes,Bank transfer (automatic),One year,6388-TABGU
48.35,other,No,Yes,151642.0,Yes,DSL,No,No,Yes,Yes,No,0.0,1067.15,No,Male,Yes,23.0,Yes,No,Credit card (automatic),One year,1208-DNHLN
90.05,other,Yes,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,1.0,4931.8,No,Male,Yes,54.0,No,Yes,Electronic check,Month-to-month,8058-DMYRU
118.6,other,Yes,No,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,0.0,7365.7,Yes,Female,Yes,61.0,No,Yes,Electronic check,One year,5734-EJKXG
59.55,other,Yes,Yes,151642.0,No,DSL,Yes,No,No phone service,Yes,Yes,0.0,4103.9,Yes,Female,Yes,67.0,No,Yes,Electronic check,Two year,4111-BNXIF
44.2,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,403.35,No,Female,Yes,9.0,Yes,No,Bank transfer (automatic),Month-to-month,8775-CEBBJ
81.35,other,Yes,No,151642.0,Yes,DSL,No,Yes,Yes,No,Yes,1.0,4060.9,Yes,Male,No,49.0,No,Yes,Credit card (automatic),Two year,8050-DVOJX
95.15,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,Yes,Yes,0.0,3532.85,No,Female,Yes,37.0,No,Yes,Electronic check,Month-to-month,5982-FPVQN
75.55,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,Yes,0.0,75.55,No,Female,No,1.0,No,No,Electronic check,Month-to-month,5043-TRZWM
47.85,other,No,No,151642.0,Yes,DSL,No,No,No,Yes,No,0.0,2356.75,Yes,Male,No,51.0,No,No,Credit card (automatic),One year,8672-OAUPW
36.0,other,No,No,151642.0,No,DSL,No,No,No phone service,No,No,0.0,780.15,Yes,Male,Yes,21.0,No,Yes,Mailed check,Month-to-month,2782-JEEBU
60.75,other,Yes,No,151642.0,No,DSL,Yes,Yes,No phone service,No,Yes,0.0,2893.4,Yes,Male,Yes,46.0,No,No,Bank transfer (automatic),Two year,5862-BRIXZ
81.7,other,No,No,151642.0,Yes,Fiber optic,No,Yes,No,No,No,1.0,1820.9,No,Female,No,22.0,No,Yes,Electronic check,Month-to-month,4824-GUCBY
85.35,other,No,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,0.0,758.6,No,Male,Yes,9.0,Yes,No,Electronic check,Month-to-month,2691-NZETQ
70.1,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,551.35,No,Male,Yes,8.0,Yes,No,Mailed check,Month-to-month,9540-JYROE
40.6,other,No,No,151642.0,No,DSL,No,Yes,No phone service,Yes,No,0.0,2588.95,Yes,Male,Yes,63.0,No,Yes,Bank transfer (automatic),One year,5125-CNDSP
53.4,other,Yes,No,151642.0,No,DSL,Yes,No,No phone service,No,Yes,0.0,3579.15,Yes,Female,Yes,67.0,No,No,Credit card (automatic),Month-to-month,3896-RCYYE
54.15,other,No,No,151642.0,Yes,DSL,No,No,Yes,No,No,0.0,101.65,No,Female,No,2.0,No,Yes,Mailed check,Month-to-month,8654-DHAOW
61.45,other,No,No,151642.0,Yes,DSL,No,Yes,No,Yes,No,0.0,2302.35,Yes,Male,No,37.0,No,Yes,Credit card (automatic),Two year,5338-YHWYT
79.95,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,2684.85,Yes,Female,Yes,33.0,No,Yes,Bank transfer (automatic),One year,7674-YTAFD
88.7,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,Yes,No,Yes,0.0,6301.7,Yes,Male,Yes,72.0,No,Yes,Credit card (automatic),Two year,6701-YVNQG
19.6,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,1.0,727.8,No internet service,Female,No,37.0,No,No internet service,Mailed check,One year,4750-UKWJK
98.4,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,1.0,4187.75,No,Male,Yes,41.0,Yes,No,Electronic check,Month-to-month,1866-RZZQS
104.25,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,0.0,6812.95,No,Male,Yes,65.0,No,No,Electronic check,Month-to-month,2360-RDGRO
107.45,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,1.0,7047.5,No,Female,Yes,65.0,No,Yes,Electronic check,One year,5336-UFNZP
74.95,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,1834.95,No,Female,Yes,26.0,Yes,No,Bank transfer (automatic),Month-to-month,3943-KDREE
100.2,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,0.0,2983.8,No,Female,Yes,30.0,Yes,Yes,Electronic check,Month-to-month,4817-VYYWS
80.6,other,Yes,Yes,151642.0,Yes,DSL,Yes,No,No,Yes,Yes,0.0,4946.7,Yes,Female,Yes,60.0,No,Yes,Bank transfer (automatic),Two year,5394-MEITZ
25.35,other,No,No,151642.0,No,DSL,No,No,No phone service,No,No,0.0,25.35,No,Male,No,1.0,No,No,Mailed check,Month-to-month,6158-HDPXZ
86.05,other,No,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,1.0,86.05,No,Male,Yes,1.0,Yes,No,Electronic check,Month-to-month,4826-XTSOH
18.25,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,534.7,No internet service,Male,No,28.0,No,No internet service,Credit card (automatic),One year,6823-SIDFQ
116.25,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,1.0,7862.25,Yes,Male,Yes,66.0,No,Yes,Electronic check,One year,4868-AADLV
98.8,other,Yes,No,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,No,1.0,5617.75,No,Male,Yes,55.0,Yes,No,Electronic check,Month-to-month,3005-NFMTA
20.35,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,929.2,No internet service,Male,No,45.0,No,No internet service,Mailed check,Two year,5242-UOWHD
50.75,other,Yes,No,151642.0,No,DSL,Yes,No,No phone service,No,Yes,0.0,688.2,No,Male,No,15.0,No,No,Electronic check,One year,6537-OTKMY
25.4,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,399.6,No internet service,Female,Yes,15.0,Yes,No internet service,Credit card (automatic),Month-to-month,7083-YNSKY
30.2,other,No,No,151642.0,No,DSL,No,No,No phone service,No,Yes,0.0,1453.1,No,Male,Yes,49.0,No,No,Bank transfer (automatic),Month-to-month,5533-RJFTJ
19.9,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,868.1,No internet service,Female,No,44.0,No,No internet service,Mailed check,Two year,8896-RAZCR
49.55,other,No,Yes,151642.0,Yes,DSL,No,No,No,No,No,0.0,393.45,No,Male,Yes,8.0,No,Yes,Bank transfer (automatic),Month-to-month,3345-PBBFH
100.3,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,0.0,5244.45,No,Female,No,52.0,No,No,Electronic check,One year,3253-HKOKL
82.35,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,1852.85,No,Male,Yes,21.0,Yes,Yes,Electronic check,Month-to-month,3744-ZRRDZ
69.95,other,No,Yes,151642.0,Yes,Fiber optic,No,No,No,Yes,No,0.0,143.9,No,Male,No,2.0,No,No,Mailed check,Month-to-month,5600-KTXFM
74.05,other,No,Yes,151642.0,Yes,Fiber optic,No,No,No,Yes,No,0.0,1565.7,No,Female,Yes,21.0,Yes,Yes,Bank transfer (automatic),Month-to-month,1396-QWFBJ
20.35,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,1359.5,No internet service,Male,Yes,66.0,No,No internet service,Electronic check,One year,7073-QETQY
71.6,other,No,Yes,151642.0,Yes,DSL,No,Yes,Yes,Yes,Yes,0.0,4230.25,Yes,Male,No,58.0,No,Yes,Credit card (automatic),Two year,7162-WPHPM
29.75,other,No,No,151642.0,No,DSL,No,Yes,No phone service,No,No,0.0,301.9,No,Female,No,10.0,No,No,Mailed check,Month-to-month,6713-OKOMC
20.8,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,460.2,No internet service,Male,No,25.0,No,No internet service,Mailed check,Month-to-month,1760-CAZHT
106.1,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,No,No,Yes,0.0,5769.75,No,Female,Yes,53.0,Yes,Yes,Bank transfer (automatic),One year,9651-GTSAQ
50.1,other,No,No,151642.0,Yes,DSL,No,No,Yes,No,No,0.0,50.1,No,Female,Yes,1.0,Yes,No,Mailed check,Month-to-month,4749-VFKVB
97.8,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,1.0,4913.3,No,Male,Yes,51.0,Yes,No,Electronic check,Month-to-month,8276-MQBYC
20.5,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,77.6,No internet service,Male,Yes,4.0,No,No internet service,Mailed check,Month-to-month,6231-WFGFH
70.15,other,No,No,151642.0,Yes,DSL,Yes,No,No,No,Yes,0.0,4224.7,Yes,Female,Yes,60.0,No,Yes,Credit card (automatic),One year,7581-EBBOU
25.0,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,1.0,1501.75,No internet service,Male,No,61.0,No,No internet service,Bank transfer (automatic),Two year,6614-YWYSC
75.0,other,No,Yes,151642.0,Yes,Fiber optic,No,Yes,No,No,No,0.0,658.1,No,Male,Yes,8.0,No,No,Mailed check,Month-to-month,9552-TGUZV
79.0,other,No,No,151642.0,Yes,Fiber optic,Yes,No,No,No,No,0.0,303.15,No,Female,Yes,4.0,Yes,No,Electronic check,Month-to-month,8752-STIVR
66.15,other,No,Yes,151642.0,Yes,DSL,Yes,Yes,Yes,No,No,0.0,4392.5,No,Male,Yes,64.0,No,No,Credit card (automatic),One year,4942-VZZOM
19.4,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,19.4,No internet service,Female,Yes,1.0,No,No internet service,Mailed check,Month-to-month,9629-NHXFW
85.9,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,0.0,6110.75,Yes,Female,Yes,72.0,No,No,Credit card (automatic),Two year,2226-ICFDO
80.5,other,Yes,No,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,80.5,No,Male,No,1.0,Yes,No,Electronic check,Month-to-month,2867-UIMSS
99.95,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,No,No,Yes,0.0,547.65,Yes,Female,Yes,6.0,Yes,No,Mailed check,Month-to-month,3440-JPSCL
55.8,other,No,No,151642.0,Yes,DSL,No,Yes,No,No,Yes,0.0,274.35,No,Male,Yes,5.0,No,No,Mailed check,Month-to-month,3113-IWHLC
40.65,other,No,No,151642.0,No,DSL,Yes,Yes,No phone service,Yes,No,0.0,970.55,No,Male,Yes,25.0,No,No,Credit card (automatic),One year,9495-REDIY
20.3,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,749.35,No internet service,Female,No,38.0,No,No internet service,Mailed check,One year,8590-OHDIW
84.75,other,Yes,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,3050.15,No,Male,Yes,36.0,Yes,No,Electronic check,Month-to-month,2362-IBOOY
24.75,other,No,No,151642.0,No,DSL,No,No,No phone service,No,No,0.0,66.95,No,Male,No,3.0,Yes,No,Electronic check,Month-to-month,2592-SEIFQ
69.45,other,No,Yes,151642.0,Yes,DSL,Yes,Yes,No,Yes,Yes,0.0,477.05,No,Female,No,7.0,No,Yes,Electronic check,One year,2969-WGHQO
20.4,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,1226.45,No internet service,Male,No,61.0,No,No internet service,Mailed check,One year,6248-BSHKG
85.35,other,Yes,No,151642.0,Yes,DSL,Yes,Yes,No,No,Yes,0.0,2530.4,Yes,Female,No,30.0,Yes,Yes,Bank transfer (automatic),One year,6635-MYYYZ
46.2,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,46.2,No,Male,No,1.0,Yes,No,Credit card (automatic),Month-to-month,3669-OYSJI
25.25,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,1573.05,No internet service,Male,No,63.0,No,No internet service,Mailed check,Two year,8946-BFWSG
20.85,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,72,No internet service,Female,No,3.0,No,No internet service,Mailed check,Month-to-month,2621-UDNLU
43.85,other,No,No,151642.0,No,DSL,Yes,No,No phone service,No,No,1.0,2751,Yes,Female,Yes,64.0,No,Yes,Electronic check,Month-to-month,6211-WHMYA
75.25,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,242,No,Female,No,3.0,Yes,No,Electronic check,Month-to-month,0925-VYDLG
35.45,other,Yes,No,151642.0,No,DSL,No,No,No phone service,No,No,0.0,35.45,No,Male,Yes,1.0,Yes,No,Electronic check,Month-to-month,3091-FYHKI
50.3,other,No,Yes,151642.0,Yes,DSL,No,Yes,No,No,No,0.0,355.1,No,Female,Yes,7.0,No,No,Bank transfer (automatic),Month-to-month,1848-LBZHY
103.75,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,Yes,No,0.0,7039.45,Yes,Female,Yes,68.0,No,Yes,Credit card (automatic),Two year,0862-PRCBS
63.95,other,No,No,151642.0,Yes,DSL,Yes,No,No,No,Yes,0.0,318.1,Yes,Male,Yes,5.0,No,No,Credit card (automatic),Month-to-month,0295-QVKPB
55.95,other,Yes,Yes,151642.0,Yes,DSL,No,No,No,Yes,No,0.0,734.35,No,Female,No,13.0,Yes,No,Electronic check,Month-to-month,4640-UHDOS
93.4,other,Yes,No,151642.0,Yes,Fiber optic,No,Yes,No,No,Yes,0.0,2979.3,No,Male,Yes,32.0,No,Yes,Credit card (automatic),Month-to-month,6578-KRMAW
25.75,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,882.55,No internet service,Female,Yes,35.0,No,No internet service,Electronic check,Month-to-month,7107-UBYKY
86.0,other,Yes,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,1532.45,No,Male,Yes,19.0,Yes,No,Bank transfer (automatic),Month-to-month,9866-QEVEE
79.45,other,No,No,151642.0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,0.0,5502.55,Yes,Male,Yes,69.0,No,Yes,Credit card (automatic),Two year,5736-YEJAX
90.8,other,No,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,0.0,1442.2,No,Male,Yes,16.0,No,No,Bank transfer (automatic),Month-to-month,0112-QAWRZ
77.85,other,No,No,151642.0,Yes,Fiber optic,Yes,No,No,No,No,0.0,299.2,No,Male,No,4.0,Yes,No,Electronic check,Month-to-month,6376-GAHQE
36.1,other,No,Yes,151642.0,No,DSL,No,Yes,No phone service,No,No,1.0,2298.9,Yes,Male,No,63.0,No,No,Bank transfer (automatic),One year,0230-UBYPQ
79.4,other,Yes,Yes,151642.0,Yes,DSL,No,Yes,Yes,Yes,Yes,0.0,4820.55,Yes,Female,Yes,61.0,No,Yes,Electronic check,One year,9500-IWPXQ
30.4,other,No,No,151642.0,No,DSL,No,No,No phone service,No,Yes,1.0,78.65,No,Female,Yes,2.0,Yes,No,Electronic check,Month-to-month,3677-IYRBF
20.0,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,599.3,No internet service,Female,No,29.0,No,No internet service,Mailed check,One year,4716-MRVEN
20.0,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,886.4,No internet service,Female,Yes,45.0,No,No internet service,Bank transfer (automatic),Two year,2208-MPXIO
103.85,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,1.0,5485.5,No,Male,Yes,53.0,Yes,Yes,Electronic check,Month-to-month,6646-VRFOL
80.3,other,No,Yes,151642.0,Yes,Fiber optic,No,No,No,Yes,Yes,0.0,4896.35,No,Male,Yes,63.0,No,Yes,Credit card (automatic),Month-to-month,2796-UUZZO
20.15,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,238.15,No internet service,Female,No,9.0,No,No internet service,Bank transfer (automatic),Month-to-month,2791-SFVEW
94.05,other,No,Yes,151642.0,Yes,Fiber optic,No,Yes,Yes,No,Yes,1.0,5483.9,Yes,Female,Yes,59.0,No,Yes,Electronic check,One year,2931-VUVJN
50.75,other,No,No,151642.0,Yes,DSL,No,No,Yes,No,No,0.0,50.75,No,Male,No,1.0,No,No,Mailed check,Month-to-month,2103-ZRXFN
45.9,other,No,No,151642.0,No,DSL,No,Yes,No phone service,No,Yes,0.0,693.45,Yes,Female,No,15.0,No,Yes,Mailed check,One year,2834-JKOOW
51.35,other,Yes,No,151642.0,No,DSL,Yes,No,No phone service,No,Yes,0.0,2075.1,No,Male,Yes,41.0,No,No,Electronic check,One year,8190-ZTQFB
20.3,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,467.15,No internet service,Male,No,22.0,No,No internet service,Credit card (automatic),One year,3125-RAHBV
89.7,other,No,Yes,151642.0,Yes,Fiber optic,Yes,No,No,Yes,No,0.0,3165.6,Yes,Male,Yes,35.0,No,Yes,Electronic check,One year,5198-HQAEN
59.55,other,Yes,No,151642.0,Yes,DSL,No,No,No,Yes,No,0.0,59.55,Yes,Male,Yes,1.0,No,No,Mailed check,Month-to-month,2853-CWQFQ
20.6,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,20.6,No internet service,Male,No,1.0,No,No internet service,Mailed check,Month-to-month,3976-NLDEZ
94.7,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,No,No,Yes,0.0,1914.9,No,Male,Yes,22.0,Yes,No,Credit card (automatic),Month-to-month,3647-GMGDH
69.9,other,Yes,Yes,151642.0,Yes,DSL,No,No,Yes,Yes,Yes,0.0,4615.9,Yes,Female,Yes,67.0,No,No,Bank transfer (automatic),Two year,5996-EBTKM
26.2,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,954.9,No internet service,Male,No,35.0,No,No internet service,Bank transfer (automatic),One year,3506-OVLKD
104.05,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,0.0,6590.5,Yes,Male,Yes,62.0,No,No,Electronic check,Two year,7572-KPVKK
117.2,other,Yes,No,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,0.0,8035.95,Yes,Male,Yes,68.0,No,Yes,Credit card (automatic),One year,4282-MSACW
89.2,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,Yes,Yes,0.0,2698.35,No,Male,Yes,29.0,Yes,No,Electronic check,Month-to-month,2082-OJVTK
89.8,other,No,No,151642.0,Yes,Fiber optic,Yes,Yes,No,No,Yes,0.0,4667,No,Male,No,54.0,No,No,Mailed check,Month-to-month,4402-FTBXC
23.85,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,625.65,No internet service,Female,No,23.0,No,No internet service,Mailed check,Two year,3389-KTRXV
95.15,other,No,Yes,151642.0,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,0.0,6770.85,Yes,Female,Yes,71.0,No,Yes,Credit card (automatic),One year,5149-QYTTU
94.8,other,No,No,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,No,0.0,4535.85,No,Male,No,47.0,No,Yes,Bank transfer (automatic),One year,2558-BUOZZ
115.05,other,Yes,No,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,0.0,4895.1,Yes,Female,No,43.0,No,Yes,Credit card (automatic),Two year,1557-EMYVT
95.1,other,Yes,No,151642.0,Yes,Fiber optic,No,No,No,No,Yes,1.0,180.25,Yes,Male,Yes,2.0,Yes,Yes,Credit card (automatic),Month-to-month,5649-ANRML
93.5,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,Yes,1.0,2970.8,No,Male,Yes,32.0,No,Yes,Electronic check,Month-to-month,0674-DGMAQ
89.55,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,1.0,6448.85,Yes,Female,Yes,72.0,No,Yes,Credit card (automatic),Two year,3398-GCPMU
20.35,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,76.35,No internet service,Female,No,4.0,Yes,No internet service,Mailed check,Month-to-month,0031-PVLZI
82.1,other,Yes,Yes,151642.0,Yes,DSL,Yes,No,No,Yes,Yes,0.0,2603.1,Yes,Male,No,33.0,No,Yes,Credit card (automatic),Two year,1431-AIDJQ
54.75,other,Yes,No,151642.0,No,DSL,No,Yes,No phone service,No,Yes,0.0,2348.45,Yes,Female,Yes,42.0,No,Yes,Electronic check,One year,1708-PBBOA
74.7,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,No,1.0,165.4,No,Male,Yes,2.0,Yes,Yes,Electronic check,Month-to-month,2761-OCIAX
70.15,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,931.75,No,Male,Yes,13.0,No,No,Electronic check,Month-to-month,9506-UXUSK
53.5,other,Yes,No,151642.0,No,DSL,Yes,No,No phone service,No,Yes,1.0,3517.9,No,Female,Yes,65.0,No,Yes,Bank transfer (automatic),Two year,9906-NHHVC
59.8,other,No,Yes,151642.0,Yes,DSL,No,No,Yes,Yes,Yes,0.0,3246.45,No,Female,Yes,54.0,No,Yes,Bank transfer (automatic),Two year,8510-TMWYB
97.95,other,No,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,0.0,7114.25,No,Male,Yes,72.0,No,Yes,Credit card (automatic),Two year,6176-YJWAS
19.85,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,119.3,No internet service,Female,No,6.0,No,No internet service,Mailed check,Month-to-month,6164-HXUGH
118.6,other,Yes,No,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,0.0,7365.7,Yes,Female,Yes,61.0,No,Yes,Electronic check,One year,5734-EJKXG
21.1,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,741,No internet service,Female,No,35.0,No,No internet service,Mailed check,One year,1293-HHSHJ
106.6,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,0.0,6428.4,Yes,Female,Yes,61.0,Yes,No,Electronic check,Two year,6804-GDMOI
80.35,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,No,Yes,1.0,1058.1,No,Female,Yes,14.0,No,No,Bank transfer (automatic),Month-to-month,5599-HVLTW
70.1,other,No,Yes,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,659.65,No,Male,Yes,10.0,Yes,No,Electronic check,Month-to-month,6379-RXJRQ
80.3,other,No,Yes,151642.0,Yes,Fiber optic,No,No,No,Yes,Yes,0.0,4896.35,No,Male,Yes,63.0,No,Yes,Credit card (automatic),Month-to-month,2796-UUZZO
91.25,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,0.0,6589.6,Yes,Male,Yes,71.0,No,Yes,Mailed check,Two year,7579-KKLOE
40.4,other,No,Yes,151642.0,No,DSL,No,Yes,No phone service,No,Yes,0.0,1842.7,Yes,Male,No,46.0,No,No,Credit card (automatic),Two year,9674-EHPPG
20.0,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,1.0,1396,No internet service,Male,Yes,68.0,No,No internet service,Credit card (automatic),Two year,3454-JFUBC
67.5,other,No,Yes,151642.0,Yes,DSL,Yes,Yes,No,Yes,Yes,0.0,1544.05,Yes,Male,Yes,22.0,Yes,No,Bank transfer (automatic),One year,0628-CNQRM
95.85,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,No,No,Yes,0.0,197.7,No,Male,Yes,2.0,Yes,No,Electronic check,Month-to-month,0754-UKWQP
69.15,other,No,Yes,151642.0,Yes,DSL,No,Yes,Yes,Yes,Yes,0.0,2490.15,Yes,Male,Yes,35.0,No,Yes,Credit card (automatic),Two year,8221-HVAYI
80.1,other,No,No,151642.0,Yes,Fiber optic,No,Yes,Yes,No,No,0.0,2603.3,No,Male,No,33.0,No,No,Bank transfer (automatic),One year,2242-MFOTG
21.1,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,937.1,No internet service,Female,Yes,46.0,No,No internet service,Electronic check,Two year,9798-OPFEM
57.55,other,No,Yes,151642.0,Yes,DSL,No,Yes,No,Yes,No,0.0,3046.4,Yes,Male,No,55.0,Yes,Yes,Bank transfer (automatic),Two year,3400-ESFUW
46.35,other,No,Yes,151642.0,No,DSL,No,Yes,No phone service,No,Yes,1.0,3353.4,Yes,Male,No,71.0,No,Yes,Credit card (automatic),Two year,5227-JSCFE
55.3,other,,,151642.0,,,,,,,,,1530.6,,Female,Yes,,No,,Bank transfer (automatic),Month-to-month,6865-JZNKO
26.0,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,1654.85,No internet service,Female,No,65.0,No,No internet service,Credit card (automatic),Two year,2050-ONYDQ
58.95,other,No,No,151642.0,Yes,DSL,No,Yes,No,No,Yes,0.0,955.15,Yes,Female,No,15.0,No,No,Electronic check,Month-to-month,0851-DFJKB
44.35,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,81.25,No,Male,No,2.0,Yes,No,Electronic check,Month-to-month,2372-HWUHI
19.55,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,470.2,No internet service,Female,Yes,24.0,No,No internet service,Bank transfer (automatic),Two year,0164-XAIRP
69.15,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,488.65,No,Male,No,7.0,No,No,Bank transfer (automatic),Month-to-month,8993-IZEUX
89.35,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,Yes,No,,1686.85,Yes,Female,Yes,19.0,No,No,Bank transfer (automatic),One year,6668-CNMFP
105.6,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,No,No,Yes,0.0,6068.65,No,Female,Yes,56.0,No,Yes,Credit card (automatic),One year,5285-MVEHD
78.25,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,Yes,0.0,1490.95,No,Male,Yes,19.0,Yes,Yes,Electronic check,Month-to-month,4013-TLDHQ
98.35,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,1.0,6929.4,No,Male,No,72.0,No,Yes,Bank transfer (automatic),Two year,5663-QBGIS
107.95,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,0.0,5293.2,Yes,Female,Yes,49.0,Yes,Yes,Bank transfer (automatic),Two year,6386-SZZKH
